,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,0
70,0.0923,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,0.645,229773.0,0.862,5KawlOMHjWeUjQtnuRs22c,0.0,11.0,0.192,-4.757,0.0,0.0965,119.991,4.0,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,audio_features,spotify:track:5KawlOMHjWeUjQtnuRs22c,0.798,
71,0.00867,https://api.spotify.com/v1/audio-analysis/3YEbLhXRDPTtctnb3ddg8g,0.799,214851.0,0.699,3YEbLhXRDPTtctnb3ddg8g,0.0,2.0,0.132,-7.694,1.0,0.204,142.979,4.0,https://api.spotify.com/v1/tracks/3YEbLhXRDPTtctnb3ddg8g,audio_features,spotify:track:3YEbLhXRDPTtctnb3ddg8g,0.627,
72,0.00791,https://api.spotify.com/v1/audio-analysis/6OrxMR6OEl5GTGP8krrbsL,0.51,226747.0,0.835,6OrxMR6OEl5GTGP8krrbsL,0.0,3.0,0.219,-4.673,1.0,0.0447,140.024,4.0,https://api.spotify.com/v1/tracks/6OrxMR6OEl5GTGP8krrbsL,audio_features,spotify:track:6OrxMR6OEl5GTGP8krrbsL,0.435,
73,0.575,https://api.spotify.com/v1/audio-analysis/1nXZnTALNXiPlvXotqHm66,0.417,210253.0,0.689,1nXZnTALNXiPlvXotqHm66,0.0,2.0,0.496,-8.302,0.0,0.178,79.568,4.0,https://api.spotify.com/v1/tracks/1nXZnTALNXiPlvXotqHm66,audio_features,spotify:track:1nXZnTALNXiPlvXotqHm66,0.505,
74,0.0825,https://api.spotify.com/v1/audio-analysis/6ya8ejoKgw906Y8LWclqrp,0.671,233278.0,0.833,6ya8ejoKgw906Y8LWclqrp,0.0,5.0,0.0726,-5.152,0.0,0.395,79.351,4.0,https://api.spotify.com/v1/tracks/6ya8ejoKgw906Y8LWclqrp,audio_features,spotify:track:6ya8ejoKgw906Y8LWclqrp,0.702,
75,0.361,https://api.spotify.com/v1/audio-analysis/1c0hsvHLELX6y8qymnpLKL,0.795,266087.0,0.783,1c0hsvHLELX6y8qymnpLKL,0.0,5.0,0.437,-4.271,1.0,0.0432,92.016,4.0,https://api.spotify.com/v1/tracks/1c0hsvHLELX6y8qymnpLKL,audio_features,spotify:track:1c0hsvHLELX6y8qymnpLKL,0.8,
76,0.0686,https://api.spotify.com/v1/audio-analysis/7LikBkHerFGZ58QHVOKp1t,0.713,240777.0,0.842,7LikBkHerFGZ58QHVOKp1t,0.0,6.0,0.341,-5.424,0.0,0.0984,102.968,4.0,https://api.spotify.com/v1/tracks/7LikBkHerFGZ58QHVOKp1t,audio_features,spotify:track:7LikBkHerFGZ58QHVOKp1t,0.435,
77,0.217,https://api.spotify.com/v1/audio-analysis/2Xo3rLHjXfdb4avN68aQyi,0.568,160720.0,0.764,2Xo3rLHjXfdb4avN68aQyi,0.0,5.0,0.0931,-3.465,0.0,0.255,179.985,4.0,https://api.spotify.com/v1/tracks/2Xo3rLHjXfdb4avN68aQyi,audio_features,spotify:track:2Xo3rLHjXfdb4avN68aQyi,0.625,
78,0.296,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,0.674,178480.0,0.881,5WHTFyqSii0lmT9R21abT8,3.01e-06,9.0,0.0793,-2.853,1.0,0.147,98.994,4.0,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,audio_features,spotify:track:5WHTFyqSii0lmT9R21abT8,0.234,
79,0.751,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,0.501,182161.0,0.405,7qEHsqek33rTcFNT9PFqLf,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,4.0,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,audio_features,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.446,
80,0.129,https://api.spotify.com/v1/audio-analysis/6ERR6e7h6wCqGoz1TjiUJb,0.739,199382.0,0.682,6ERR6e7h6wCqGoz1TjiUJb,0.0,2.0,0.328,-3.728,1.0,0.205,131.983,4.0,https://api.spotify.com/v1/tracks/6ERR6e7h6wCqGoz1TjiUJb,audio_features,spotify:track:6ERR6e7h6wCqGoz1TjiUJb,0.634,
81,0.443,https://api.spotify.com/v1/audio-analysis/14SaZBTjxlorHJQxXh01Hu,0.656,222374.0,0.432,14SaZBTjxlorHJQxXh01Hu,0.0,6.0,0.132,-9.481,0.0,0.217,97.022,4.0,https://api.spotify.com/v1/tracks/14SaZBTjxlorHJQxXh01Hu,audio_features,spotify:track:14SaZBTjxlorHJQxXh01Hu,0.0897,
82,0.161,https://api.spotify.com/v1/audio-analysis/2JqnpexlO9dmvjUMCaLCLJ,0.55,205463.0,0.415,2JqnpexlO9dmvjUMCaLCLJ,0.0,9.0,0.108,-6.557,0.0,0.052,172.065,4.0,https://api.spotify.com/v1/tracks/2JqnpexlO9dmvjUMCaLCLJ,audio_features,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,0.274,
83,0.328,https://api.spotify.com/v1/audio-analysis/6Hj9jySrnFppAI0sEMCZpJ,0.685,240051.0,0.692,6Hj9jySrnFppAI0sEMCZpJ,0.0,2.0,0.153,-5.122,1.0,0.0457,159.966,5.0,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,audio_features,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,0.578,
84,0.0567,https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,0.458,205627.0,0.909,6bOkaEXc5CopinGazSLokx,4.26e-06,1.0,0.11,-6.553,1.0,0.487,118.227,4.0,https://api.spotify.com/v1/tracks/6bOkaEXc5CopinGazSLokx,audio_features,spotify:track:6bOkaEXc5CopinGazSLokx,0.449,
85,0.016,https://api.spotify.com/v1/audio-analysis/1kqVSbwdlNKsPGv0aehcAZ,0.58,206230.0,0.725,1kqVSbwdlNKsPGv0aehcAZ,0.0,0.0,0.107,-5.124,1.0,0.0273,93.014,4.0,https://api.spotify.com/v1/tracks/1kqVSbwdlNKsPGv0aehcAZ,audio_features,spotify:track:1kqVSbwdlNKsPGv0aehcAZ,0.369,
86,0.0251,https://api.spotify.com/v1/audio-analysis/67XyC1GdSkKb9sbRRkUDXS,0.894,176632.0,0.511,67XyC1GdSkKb9sbRRkUDXS,0.0,2.0,0.14,-4.768,1.0,0.42,120.08,4.0,https://api.spotify.com/v1/tracks/67XyC1GdSkKb9sbRRkUDXS,audio_features,spotify:track:67XyC1GdSkKb9sbRRkUDXS,0.568,
87,0.00235,https://api.spotify.com/v1/audio-analysis/0wEC0GNF74lAqrEFZJMl1m,0.508,179013.0,0.557,0wEC0GNF74lAqrEFZJMl1m,0.0134,8.0,0.588,-8.967,0.0,0.0478,77.572,4.0,https://api.spotify.com/v1/tracks/0wEC0GNF74lAqrEFZJMl1m,audio_features,spotify:track:0wEC0GNF74lAqrEFZJMl1m,0.199,
88,0.582,https://api.spotify.com/v1/audio-analysis/4qQwGRtGT7l6ckQtdPEFd4,0.651,202920.0,0.708,4qQwGRtGT7l6ckQtdPEFd4,0.0,4.0,0.0796,-4.791,1.0,0.0376,119.964,4.0,https://api.spotify.com/v1/tracks/4qQwGRtGT7l6ckQtdPEFd4,audio_features,spotify:track:4qQwGRtGT7l6ckQtdPEFd4,0.558,
89,0.113,https://api.spotify.com/v1/audio-analysis/0bPnT6i9H1p8Vd85GS6Z7I,0.628,172253.0,0.757,0bPnT6i9H1p8Vd85GS6Z7I,0.0,7.0,0.263,-3.561,1.0,0.0281,96.016,4.0,https://api.spotify.com/v1/tracks/0bPnT6i9H1p8Vd85GS6Z7I,audio_features,spotify:track:0bPnT6i9H1p8Vd85GS6Z7I,0.727,
90,0.18,https://api.spotify.com/v1/audio-analysis/6xVhqLT40s5sVhepe9Mckc,0.515,153337.0,0.802,6xVhqLT40s5sVhepe9Mckc,0.0,2.0,0.241,-2.655,0.0,0.283,76.069,4.0,https://api.spotify.com/v1/tracks/6xVhqLT40s5sVhepe9Mckc,audio_features,spotify:track:6xVhqLT40s5sVhepe9Mckc,0.279,
91,0.299,https://api.spotify.com/v1/audio-analysis/3SZqA7rQvROJsCbUu2v0xa,0.88,299227.0,0.67,3SZqA7rQvROJsCbUu2v0xa,5.08e-06,2.0,0.0677,-5.188,1.0,0.0429,100.995,4.0,https://api.spotify.com/v1/tracks/3SZqA7rQvROJsCbUu2v0xa,audio_features,spotify:track:3SZqA7rQvROJsCbUu2v0xa,0.142,
92,0.208,https://api.spotify.com/v1/audio-analysis/08tq1XcHwVt5PHXUo87i0D,0.646,169920.0,0.781,08tq1XcHwVt5PHXUo87i0D,0.0,1.0,0.125,-4.616,1.0,0.0313,94.975,4.0,https://api.spotify.com/v1/tracks/08tq1XcHwVt5PHXUo87i0D,audio_features,spotify:track:08tq1XcHwVt5PHXUo87i0D,0.565,
93,0.81,https://api.spotify.com/v1/audio-analysis/3PAptX72PPmjj1Igms0zjo,0.471,211227.0,0.411,3PAptX72PPmjj1Igms0zjo,0.0,0.0,0.135,-9.5,1.0,0.295,89.484,1.0,https://api.spotify.com/v1/tracks/3PAptX72PPmjj1Igms0zjo,audio_features,spotify:track:3PAptX72PPmjj1Igms0zjo,0.363,
94,0.327,https://api.spotify.com/v1/audio-analysis/3OjNkFFZavF89xvRqWCXmU,0.443,213307.0,0.538,3OjNkFFZavF89xvRqWCXmU,4.61e-05,1.0,0.0866,-5.477,1.0,0.0309,157.97,4.0,https://api.spotify.com/v1/tracks/3OjNkFFZavF89xvRqWCXmU,audio_features,spotify:track:3OjNkFFZavF89xvRqWCXmU,0.245,
95,0.11,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,0.737,193227.0,0.86,5w9c2J52mkdntKOmRLeM2m,1.94e-06,8.0,0.0574,-2.652,0.0,0.0593,93.989,4.0,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,audio_features,spotify:track:5w9c2J52mkdntKOmRLeM2m,0.656,
96,0.0486,https://api.spotify.com/v1/audio-analysis/5q4VCiu0mpLX3ObuZ77CYc,0.887,165347.0,0.633,5q4VCiu0mpLX3ObuZ77CYc,1.16e-05,5.0,0.109,-4.075,0.0,0.0896,91.99,4.0,https://api.spotify.com/v1/tracks/5q4VCiu0mpLX3ObuZ77CYc,audio_features,spotify:track:5q4VCiu0mpLX3ObuZ77CYc,0.892,
97,0.0144,https://api.spotify.com/v1/audio-analysis/38nVuIj9mi5a8oopOJhSJk,0.517,216533.0,0.776,38nVuIj9mi5a8oopOJhSJk,0.0,11.0,0.113,-5.271,1.0,0.0362,96.002,4.0,https://api.spotify.com/v1/tracks/38nVuIj9mi5a8oopOJhSJk,audio_features,spotify:track:38nVuIj9mi5a8oopOJhSJk,0.448,
98,0.0598,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,0.785,235284.0,0.572,7mWFF4gPADjTQjC97CgFVt,0.0,2.0,0.218,-7.504,1.0,0.123,100.016,4.0,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,audio_features,spotify:track:7mWFF4gPADjTQjC97CgFVt,0.49,
99,0.241,https://api.spotify.com/v1/audio-analysis/4PJ3umtW1aWdfh5EITHc6T,0.673,201818.0,0.752,4PJ3umtW1aWdfh5EITHc6T,4.51e-05,2.0,0.0813,-3.572,0.0,0.0561,175.997,4.0,https://api.spotify.com/v1/tracks/4PJ3umtW1aWdfh5EITHc6T,audio_features,spotify:track:4PJ3umtW1aWdfh5EITHc6T,0.797,
0,0.0533,https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG,0.878,157067.0,0.619,2YpeDb67231RjR0MgVLzsG,0.0,6.0,0.113,-5.56,1.0,0.102,136.041,4.0,https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG,audio_features,spotify:track:2YpeDb67231RjR0MgVLzsG,0.639,
1,0.037,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,0.759,190960.0,0.54,0TK2YIli7K1leLovkQiNik,0.0,9.0,0.0945,-6.039,0.0,0.0287,116.947,4.0,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,audio_features,spotify:track:0TK2YIli7K1leLovkQiNik,0.75,
2,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088.0,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562,
3,0.051,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,0.901,197573.0,0.4,6TqXcAFInzjp0bODyvrWEq,0.0,0.0,0.0599,-8.575,1.0,0.126,135.984,4.0,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,audio_features,spotify:track:6TqXcAFInzjp0bODyvrWEq,0.346,
4,0.0912,https://api.spotify.com/v1/audio-analysis/3HVWdVOQ0ZA45FuZGSfvns,0.798,219947.0,0.675,3HVWdVOQ0ZA45FuZGSfvns,0.0,6.0,0.0894,-5.041,1.0,0.0442,101.956,4.0,https://api.spotify.com/v1/tracks/3HVWdVOQ0ZA45FuZGSfvns,audio_features,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.842,
5,0.0427,https://api.spotify.com/v1/audio-analysis/4y3OI86AEP6PQoDE6olYhO,0.842,181040.0,0.734,4y3OI86AEP6PQoDE6olYhO,0.0,1.0,0.106,-5.065,0.0,0.0588,137.958,4.0,https://api.spotify.com/v1/tracks/4y3OI86AEP6PQoDE6olYhO,audio_features,spotify:track:4y3OI86AEP6PQoDE6olYhO,0.952,
6,0.0608,https://api.spotify.com/v1/audio-analysis/2gwkD6igEhQbDQegRCcdoB,0.876,163320.0,0.662,2gwkD6igEhQbDQegRCcdoB,0.0,2.0,0.127,-6.482,0.0,0.426,75.445,4.0,https://api.spotify.com/v1/tracks/2gwkD6igEhQbDQegRCcdoB,audio_features,spotify:track:2gwkD6igEhQbDQegRCcdoB,0.844,
7,0.101,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,0.831,205427.0,0.502,5ry2OE6R2zPQFDO85XkgRb,0.0,10.0,0.122,-4.045,0.0,0.046,100.541,4.0,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,audio_features,spotify:track:5ry2OE6R2zPQFDO85XkgRb,0.101,
8,0.123,https://api.spotify.com/v1/audio-analysis/6XHVuErjQ4XNm6nDPVCxVX,0.698,260640.0,0.454,6XHVuErjQ4XNm6nDPVCxVX,0.0,1.0,0.155,-6.756,0.0,0.151,92.932,4.0,https://api.spotify.com/v1/tracks/6XHVuErjQ4XNm6nDPVCxVX,audio_features,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,0.137,
9,0.136,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,0.829,149547.0,0.539,7xQAfvXzm3AkraOtGPWIZg,1.78e-06,11.0,0.103,-7.359,0.0,0.208,99.96,4.0,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,audio_features,spotify:track:7xQAfvXzm3AkraOtGPWIZg,0.388,
10,0.11,https://api.spotify.com/v1/audio-analysis/5qmq61DAAOUaW8AUo8xKhh,0.715,173325.0,0.624,5qmq61DAAOUaW8AUo8xKhh,0.0,4.0,0.123,-3.046,0.0,0.114,158.087,4.0,https://api.spotify.com/v1/tracks/5qmq61DAAOUaW8AUo8xKhh,audio_features,spotify:track:5qmq61DAAOUaW8AUo8xKhh,0.412,
11,0.556,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040.0,0.479,3KkXRkHbMCARz0aVfEt68P,0.0,2.0,0.0703,-5.574,1.0,0.0466,89.911,4.0,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.913,
12,0.00929,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,0.771,171360.0,0.671,6RRNNciQGZEXnqk8SQ9yv5,0.0,2.0,0.0637,-5.617,1.0,0.0553,85.026,4.0,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,audio_features,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.714,
13,0.524,https://api.spotify.com/v1/audio-analysis/6LsAAHotRLMOHfCsSfYCsz,0.692,190800.0,0.809,6LsAAHotRLMOHfCsSfYCsz,0.0,2.0,0.147,-4.198,1.0,0.0602,123.911,4.0,https://api.spotify.com/v1/tracks/6LsAAHotRLMOHfCsSfYCsz,audio_features,spotify:track:6LsAAHotRLMOHfCsSfYCsz,0.864,
14,0.45,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,0.741,171030.0,0.52,6Qs4SXO9dwPj5GKvVOv8Ki,1.97e-06,8.0,0.222,-7.513,1.0,0.0656,102.998,4.0,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,audio_features,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,0.347,
15,0.342,https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r,0.703,114893.0,0.594,6fTt0CH2t0mdeB2N9XFG5r,0.0,5.0,0.123,-6.146,0.0,0.0752,153.848,4.0,https://api.spotify.com/v1/tracks/6fTt0CH2t0mdeB2N9XFG5r,audio_features,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,0.475,
16,0.297,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,0.752,201661.0,0.488,5p7ujcrUXASCNwRaWNHR1C,9.11e-06,6.0,0.0936,-7.05,1.0,0.0705,136.041,4.0,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,audio_features,spotify:track:5p7ujcrUXASCNwRaWNHR1C,0.533,
17,0.0608,https://api.spotify.com/v1/audio-analysis/1dyxS3YzBbL0t8rEVwVQ1K,0.538,205107.0,0.752,1dyxS3YzBbL0t8rEVwVQ1K,5.39e-06,10.0,0.118,-5.106,1.0,0.0396,139.984,4.0,https://api.spotify.com/v1/tracks/1dyxS3YzBbL0t8rEVwVQ1K,audio_features,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,0.217,
18,0.15,https://api.spotify.com/v1/audio-analysis/6uFn47ACjqYkc0jADwEdj1,0.772,166560.0,0.639,6uFn47ACjqYkc0jADwEdj1,0.0,1.0,0.0698,-7.119,1.0,0.467,168.112,4.0,https://api.spotify.com/v1/tracks/6uFn47ACjqYkc0jADwEdj1,audio_features,spotify:track:6uFn47ACjqYkc0jADwEdj1,0.261,
19,0.128,https://api.spotify.com/v1/audio-analysis/1ZDmxwg7Lywlx68b7SsJjj,0.893,190747.0,0.641,1ZDmxwg7Lywlx68b7SsJjj,8.06e-05,1.0,0.086,-3.051,1.0,0.272,94.017,4.0,https://api.spotify.com/v1/tracks/1ZDmxwg7Lywlx68b7SsJjj,audio_features,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,0.771,
20,0.0691,https://api.spotify.com/v1/audio-analysis/25sgk305KZfyuqVBQIahim,0.719,187436.0,0.704,25sgk305KZfyuqVBQIahim,0.0,1.0,0.166,-4.724,1.0,0.0476,133.002,4.0,https://api.spotify.com/v1/tracks/25sgk305KZfyuqVBQIahim,audio_features,spotify:track:25sgk305KZfyuqVBQIahim,0.628,
21,0.139,https://api.spotify.com/v1/audio-analysis/4ak7xjvBeBOcJGWFDX9w5n,0.706,158707.0,0.679,4ak7xjvBeBOcJGWFDX9w5n,6.98e-05,9.0,0.465,-5.614,1.0,0.0324,140.081,4.0,https://api.spotify.com/v1/tracks/4ak7xjvBeBOcJGWFDX9w5n,audio_features,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,0.657,
22,0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627.0,0.317,6ocbgoVGwYJhOv1GgI9NsF,0.0,1.0,0.0881,-10.732,0.0,0.334,140.048,4.0,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327,
23,0.0137,https://api.spotify.com/v1/audio-analysis/22oEJW6r2rMb9z4IntfyEa,0.577,169667.0,0.833,22oEJW6r2rMb9z4IntfyEa,0.0,5.0,0.121,-3.337,1.0,0.0695,107.936,4.0,https://api.spotify.com/v1/tracks/22oEJW6r2rMb9z4IntfyEa,audio_features,spotify:track:22oEJW6r2rMb9z4IntfyEa,0.58,
24,0.191,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,0.687,214290.0,0.792,2dpaYNEQHiRxtZbfNsse99,0.0,5.0,0.167,-2.749,1.0,0.0452,100.015,4.0,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,audio_features,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.671,
25,0.749,https://api.spotify.com/v1/audio-analysis/56eGOeSsqdg3FLxdo83TwV,0.655,198440.0,0.56,56eGOeSsqdg3FLxdo83TwV,0.0,9.0,0.115,-6.857,1.0,0.0486,140.975,4.0,https://api.spotify.com/v1/tracks/56eGOeSsqdg3FLxdo83TwV,audio_features,spotify:track:56eGOeSsqdg3FLxdo83TwV,0.599,
26,0.194,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,0.77,223523.0,0.882,5PYQUBXc7NYeI1obMKSJK0,0.0,8.0,0.316,-4.792,1.0,0.0602,99.991,4.0,https://api.spotify.com/v1/tracks/5PYQUBXc7NYeI1obMKSJK0,audio_features,spotify:track:5PYQUBXc7NYeI1obMKSJK0,0.385,
27,0.369,https://api.spotify.com/v1/audio-analysis/6foY66mWZN0pSRjZ408c00,0.614,234347.0,0.68,6foY66mWZN0pSRjZ408c00,1.84e-06,6.0,0.115,-4.58,1.0,0.0289,149.959,4.0,https://api.spotify.com/v1/tracks/6foY66mWZN0pSRjZ408c00,audio_features,spotify:track:6foY66mWZN0pSRjZ408c00,0.707,
28,0.0669,https://api.spotify.com/v1/audio-analysis/2KKijf6Ett4kmVNJze2roh,0.847,200594.0,0.678,2KKijf6Ett4kmVNJze2roh,0.0,9.0,0.274,-8.635,1.0,0.109,97.984,4.0,https://api.spotify.com/v1/tracks/2KKijf6Ett4kmVNJze2roh,audio_features,spotify:track:2KKijf6Ett4kmVNJze2roh,0.811,
29,0.0247,https://api.spotify.com/v1/audio-analysis/7DcvwMAiqKJQD1rrdfxSDx,0.796,200107.0,0.586,7DcvwMAiqKJQD1rrdfxSDx,0.0,4.0,0.132,-6.946,0.0,0.147,97.981,4.0,https://api.spotify.com/v1/tracks/7DcvwMAiqKJQD1rrdfxSDx,audio_features,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,0.179,
30,0.576,https://api.spotify.com/v1/audio-analysis/1HfMVBKM75vxSfsQ5VefZ5,0.505,206459.0,0.34,1HfMVBKM75vxSfsQ5VefZ5,0.0,4.0,0.21,-9.005,1.0,0.0438,101.993,4.0,https://api.spotify.com/v1/tracks/1HfMVBKM75vxSfsQ5VefZ5,audio_features,spotify:track:1HfMVBKM75vxSfsQ5VefZ5,0.0916,
31,0.193,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,0.579,190947.0,0.904,1rqqCSm0Qe4I9rUvWncaom,0.0,5.0,0.064,-2.729,1.0,0.0618,82.014,4.0,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,audio_features,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.681,
32,0.0138,https://api.spotify.com/v1/audio-analysis/7nfmK6oHPDlAd68A11d7AN,0.54,186800.0,0.863,7nfmK6oHPDlAd68A11d7AN,0.0,1.0,0.0871,-4.483,1.0,0.0481,77.0,4.0,https://api.spotify.com/v1/tracks/7nfmK6oHPDlAd68A11d7AN,audio_features,spotify:track:7nfmK6oHPDlAd68A11d7AN,0.64,
33,0.0167,https://api.spotify.com/v1/audio-analysis/3A2yGHWIzmGEIolwonU69h,0.938,158332.0,0.638,3A2yGHWIzmGEIolwonU69h,0.0,8.0,0.111,-4.713,1.0,0.189,97.075,4.0,https://api.spotify.com/v1/tracks/3A2yGHWIzmGEIolwonU69h,audio_features,spotify:track:3A2yGHWIzmGEIolwonU69h,0.313,
34,0.555,https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao,0.56,173800.0,0.68,0d2iYfpKoM0QCKvcLCkBao,0.0,6.0,0.116,-7.648,0.0,0.321,89.391,4.0,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,0.319,
35,0.149,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,0.837,213594.0,0.364,2JvzF1RMd7lE3KmFlsyZD8,0.0,8.0,0.271,-11.713,1.0,0.276,123.984,4.0,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,audio_features,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,0.463,
36,0.11,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,0.737,193227.0,0.86,5w9c2J52mkdntKOmRLeM2m,1.94e-06,8.0,0.0574,-2.652,0.0,0.0593,93.989,4.0,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,audio_features,spotify:track:5w9c2J52mkdntKOmRLeM2m,0.656,
37,0.174,https://api.spotify.com/v1/audio-analysis/3j84U36KvLeXNDPv4t5pI8,0.682,192471.0,0.559,3j84U36KvLeXNDPv4t5pI8,0.0,0.0,0.344,-5.545,1.0,0.127,202.015,4.0,https://api.spotify.com/v1/tracks/3j84U36KvLeXNDPv4t5pI8,audio_features,spotify:track:3j84U36KvLeXNDPv4t5pI8,0.137,
38,0.214,https://api.spotify.com/v1/audio-analysis/543bCW2ruMPmxUBWirQ3MR,0.746,206187.0,0.787,543bCW2ruMPmxUBWirQ3MR,0.0,4.0,0.0669,-6.373,1.0,0.12,95.005,4.0,https://api.spotify.com/v1/tracks/543bCW2ruMPmxUBWirQ3MR,audio_features,spotify:track:543bCW2ruMPmxUBWirQ3MR,0.607,
39,0.259,https://api.spotify.com/v1/audio-analysis/2IRZnDFmlqMuOrYOLnZZyc,0.889,180522.0,0.496,2IRZnDFmlqMuOrYOLnZZyc,0.0,4.0,0.252,-6.365,0.0,0.0905,86.003,4.0,https://api.spotify.com/v1/tracks/2IRZnDFmlqMuOrYOLnZZyc,audio_features,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,0.544,
40,0.354,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,0.68,231267.0,0.563,7dt6x5M1jzdTEt8oCbisTK,0.0,10.0,0.136,-5.843,1.0,0.0454,145.028,4.0,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.374,
